,start,end,technique,text,full_text,id,start_new,end_new
595,0,36,Doubt,هل هذا يعني ان السعوديه تاوي ارهابي,هل هذا يعني ان السعوديه تاوي ارهابي,1289670791634722817,0.0,35.0
596,29,35,Name calling/Labeling,ارهابي,هل هذا يعني ان السعوديه تاوي ارهابي,1289670791634722817,29.0,35.0
597,21,28,Loaded Language,معاناة,منقوشة أبو شادي تروي معاناة اللبنانيين مع الفقر رؤيا الاخباري لبنان الأردن المصدر,1377530290009219072,21.0,27.0
598,1,4,Loaded Language,شرخ,شرخ كبير تداعيات تسريبات ظريف على المؤسسات الإيرانية عاجل,1389064105458380802,0.0,3.0
599,21,28,Loaded Language,تسريبات,شرخ كبير تداعيات تسريبات ظريف على المؤسسات الإيرانية عاجل,1389064105458380802,17.0,24.0
600,38,56,Name calling/Labeling,المؤسسات الإيرانية,شرخ كبير تداعيات تسريبات ظريف على المؤسسات الإيرانية عاجل,1389064105458380802,34.0,52.0
601,31,44,Name calling/Labeling,رمضان المبارك,مفاجآت عديدة بانتظاركم في شهر رمضان المبارك على السومرية مع علاء بتي في برنامج بال,1379479025127616516,30.0,43.0
602,15,23,Name calling/Labeling,الاحتلال,صورة مراسلنا الاحتلال يقصف أرضا زراعية قرب مدينة أصداء الترفيهية غرب خانيونس غزة تحت القصف,1393853285606559747,13.0,21.0
603,24,30,Loaded Language,يقصف,صورة مراسلنا الاحتلال يقصف أرضا زراعية قرب مدينة أصداء الترفيهية غرب خانيونس غزة تحت القصف,1393853285606559747,22.0,26.0
604,0,0,no technique,,سالفة حسون البزونه واسمه لمشاهدة كافة حلقات البرنامج أنقر هنا اكوفد واحد اكو فد واحد نكتة نكات نكات عراقية ضحك ترفيه العراق السومرية,1375507850089357313,0.0,0.0
605,18,91,Exaggeration/Minimisation,سرقة أكبر أرنب في العالم وصاحبته البريطانية تعرض مكافأة مجزية لمن يجده,بي بي سي ترندينغ سرقة أكبر أرنب في العالم وصاحبته البريطانية تعرض مكافأة مجزية لمن يجده,1382373080652156931,17.0,87.0
606,18,23,Name calling/Labeling,سرقة,بي بي سي ترندينغ سرقة أكبر أرنب في العالم وصاحبته البريطانية تعرض مكافأة مجزية لمن يجده,1382373080652156931,17.0,21.0
607,15,21,Glittering generalities (Virtue),المتوج,المؤتمر الصحفي المتوج لاجتماع مجلس الوزاء الخميس,1101258367652134912,15.0,21.0
608,9,17,Name calling/Labeling,مستوطنا,إصابة مستوطنا في انهيار منصة الاحتفال في القدس المحتلة منهم في حال الخطر الشديد,1393972684304814081,6.0,13.0
609,45,59,Name calling/Labeling,القدس المحتلة,إصابة مستوطنا في انهيار منصة الاحتفال في القدس المحتلة منهم في حال الخطر الشديد,1393972684304814081,41.0,54.0
610,21,27,Loaded Language,انهيار,إصابة مستوطنا في انهيار منصة الاحتفال في القدس المحتلة منهم في حال الخطر الشديد,1393972684304814081,17.0,23.0
611,75,87,Loaded Language,الخطر الشديد,إصابة مستوطنا في انهيار منصة الاحتفال في القدس المحتلة منهم في حال الخطر الشديد,1393972684304814081,67.0,79.0
612,46,53,Loaded Language,العاصفة,رئيس وزراء الهند يشبه الوضع الوبائي في بلاده بالعاصفة,1386439878511108101,46.0,53.0
613,22,35,Name calling/Labeling,الوضع الوبائي,رئيس وزراء الهند يشبه الوضع الوبائي في بلاده بالعاصفة,1386439878511108101,22.0,35.0
614,65,72,Loaded Language,لإنقاذ,حاتم المليكي النائب المستقل بمجلس نواب الشعب الحوار تعمل في لإنقاذ تونس من الفوضى,1346431164857380871,60.0,66.0
615,81,87,Loaded Language,الفوضى,حاتم المليكي النائب المستقل بمجلس نواب الشعب الحوار تعمل في لإنقاذ تونس من الفوضى,1346431164857380871,75.0,81.0
616,1,15,Name calling/Labeling,القضية المنسية,القضية المنسية الجعفري فلسطين بالنسبة لسوريا مثل هضبة الجولان المحتلة,1397840252383989760,0.0,14.0
617,69,76,Loaded Language,المحتلة,القضية المنسية الجعفري فلسطين بالنسبة لسوريا مثل هضبة الجولان المحتلة,1397840252383989760,62.0,69.0
618,46,51,Name calling/Labeling,شهداء,من امام القصر الجمهوري وقفة رمزية لاحياء ذكري شهداء فض الاعتصام السودان,1268622101126275074,46.0,51.0
619,25,33,Name calling/Labeling,الاحتلال,عاجل مراسلنا طائرات الاحتلال تستهدف منزلا شرق خانيونس جنوبي القطاع,1394545408827957253,20.0,28.0
620,80,85,Loaded Language,تتألم,نادي أولمبيك مارسيليا يتمنى السلامة للجميع في السودان قلوبنا تتألم لجميع المتأثرين بالفيضانات,1302942290386849798,61.0,66.0
621,0,0,no technique,,السجن عاما لضابط أميركي في القبعات الخضراء تجسس للروس,1393392927439835137,0.0,0.0
622,18,23,Loaded Language,باهتة,نواكشوط تحضيرات باهتة لانطلاق الحملة الانتخابية,1136759124178472961,16.0,21.0
623,36,41,Loaded Language,طعنات,بي بي سي ترندينغ قضية إسراء عماد طعنات زوجها حولتها لرمز لضحايا زواج القاصرات والعنف الأسري في مصر,1377669587722924033,33.0,38.0
624,82,94,Name calling/Labeling,العنف الأسري,بي بي سي ترندينغ قضية إسراء عماد طعنات زوجها حولتها لرمز لضحايا زواج القاصرات والعنف الأسري في مصر,1377669587722924033,79.0,91.0
625,82,87,Loaded Language,العنف,بي بي سي ترندينغ قضية إسراء عماد طعنات زوجها حولتها لرمز لضحايا زواج القاصرات والعنف الأسري في مصر,1377669587722924033,79.0,84.0
626,0,0,no technique,,بغداد خلاف عائلي يودي بحياة الزوج واصابة الزوجة امن العراق السومرية,1395385026628538368,0.0,0.0
627,25,28,Loaded Language,نجم,العدل أداة الملك ونجم أداة العهد في الثلث المعطل التفاصيل في النشرة المسائية,1397224339540426752,18.0,21.0
628,0,20,Name calling/Labeling,العدل أداة الملك,العدل أداة الملك ونجم أداة العهد في الثلث المعطل التفاصيل في النشرة المسائية,1397224339540426752,0.0,16.0
629,78,89,Name calling/Labeling,الم قاومة,ال س نوار الرشقات والطائرة التي أرسلت خلال المعركة كانت بتنسيق كامل بين الم قاومة في لبنان وغزة,1397577645378969600,72.0,81.0
630,62,73,Loaded Language,بتنسيق كامل,ال س نوار الرشقات والطائرة التي أرسلت خلال المعركة كانت بتنسيق كامل بين الم قاومة في لبنان وغزة,1397577645378969600,56.0,67.0
631,0,49,Appeal to fear/prejudice,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,1376186351993896964,0.0,45.0
632,1,7,Loaded Language,الأخطر,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,1376186351993896964,0.0,6.0
633,0,18,Exaggeration/Minimisation,الأخطر في العالم,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,1376186351993896964,0.0,16.0
634,0,49,Name calling/Labeling,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,1376186351993896964,0.0,45.0
635,27,30,Loaded Language,قصف,عاجل كتائب القس ام تعلن قصف مستوطنة كفار عزة وموقعي ناحل عوز و فجة العسكريين بقذائف الهاون,1395048257542295552,24.0,27.0
636,31,38,Name calling/Labeling,مستوطنة,عاجل كتائب القس ام تعلن قصف مستوطنة كفار عزة وموقعي ناحل عوز و فجة العسكريين بقذائف الهاون,1395048257542295552,28.0,35.0
637,0,13,Name calling/Labeling,الشمال المحرر,الشمال المحرر يسجل إصابات جديدة ب كورونا والنظام يطلق منصة إلكترونية لتلقي اللقاح,1385503960782495746,0.0,13.0
638,7,13,Loaded Language,المحرر,الشمال المحرر يسجل إصابات جديدة ب كورونا والنظام يطلق منصة إلكترونية لتلقي اللقاح,1385503960782495746,7.0,13.0
639,44,50,Name calling/Labeling,النظام,الشمال المحرر يسجل إصابات جديدة ب كورونا والنظام يطلق منصة إلكترونية لتلقي اللقاح,1385503960782495746,42.0,48.0
640,52,55,Loaded Language,غرس,الوصال الأستاذ الدكتور سعيد الظفري يتحدث عن أهمية غرس الطريقة العلمية لحل المشكلات لدى الأطفال ل,1390022748097896449,50.0,53.0
